appid,name,type,release_date,required_age,developers,publishers,genres,price,metacritic_score,recommendations,achievements,year,owners_estimate,players_forever,average_playtime,median_playtime,tags,positive_reviews,negative_reviews,release_date_parsed
1021260,Chocolate makes you happy: St.Patrick's Day,game,"Feb 6, 2019",0,Blender Games,Blender Games,"Adventure, Casual, Indie, Simulation, Strategy",1.99,,,0,2019,"0 .. 20,000",,0,0,"Puzzle, Side Scroller, 2D, Stylized, Strategy",21,13,
837720,Tactical Mind,game,"Apr 27, 2018",0,"Drageus Games S.A., Qubic Games",Drageus Games S.A.,"Indie, Strategy",0.59,,,0,2018,"50,000 .. 100,000",,0,0,"Strategy, Indie, Board Game, Logic",4,2,
463150,BARRIER X,game,"May 27, 2016",0,Noclip,HypeTrain Digital,"Action, Indie",2.99,,884.0,0,2016,"200,000 .. 500,000",,173,195,"Indie, Action, Arcade, Difficult, Music",1985,334,
514700,Mystery Case Files®: 13th Skull™ Collector's Edition,game,"18 Aug, 2016",0,Big Fish Games,BFG Entertainment,"Adventure, Casual",89999.0,,146.0,0,2016,"20,000 .. 50,000",,0,0,"Adventure, Casual, Hidden Object, FMV",127,19,
910540,Moon River,game,"Jan 7, 2019",0,Cerdeira Guillaume,Cerdeira Guillaume,"Adventure, Casual, Indie",3.99,,,0,2019,"0 .. 20,000",,0,0,"Indie, Casual, Adventure",11,7,
514920,Crash Wheels,game,"Dec 20, 2018",0,Quiet River,Quiet River,"Indie, Racing",4.99,,1146.0,0,2018,"100,000 .. 200,000",,267,265,"Racing, Indie, Destruction, Arcade, Singleplayer",1062,165,
550600,Sphere Complex,game,"Nov 18, 2016",0,OC Game Studio,OC Game Studio,"Action, Casual, Indie, Racing, Simulation",4.99,,,0,2016,"0 .. 20,000",,0,0,"Indie, Casual, Racing, Action, Simulation",2,3,
1173870,Endless Knight,game,"Dec 31, 2019",0,Will Sykes Games,Will Sykes Games,"Action, Indie",6.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Gore, Violent, Fighting",48,4,
826170,Laser Ball,game,"Mar 30, 2018",0,ZaxtorGameS,ZaxtorGameS,"Action, Indie",2.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie",10,3,
643900,Alvora Tactics,game,"Jun 1, 2017",0,Rad Codex,Rad Codex,"Indie, RPG, Strategy",9.99,,131.0,0,2017,"20,000 .. 50,000",,0,0,"Indie, Strategy, RPG, Pixel Graphics, Turn-Based Tactics",131,11,
598030,REVOLT 1917,game,"Apr 11, 2018",0,juhbee,juhbee,"Action, Adventure, Indie",1.99,,,0,2018,"20,000 .. 50,000",,0,0,"Indie, Action, Adventure, World War I, Singleplayer",3,21,
352950,Better Late Than DEAD,game,"Mar 3, 2016",0,Odin Game Studio,Excalibur Publishing,"Action, Adventure, Indie",0.99,,608.0,0,2016,"50,000 .. 100,000",,39,65,"Survival, Open World, Crafting, Multiplayer, Action",255,656,
385800,NEKOPARA Vol. 0,game,"Aug 17, 2015",0,NEKO WORKs,Sekai Project,"Casual, Indie",2.99,,14526.0,0,2015,"500,000 .. 1,000,000",,3539,70,"Anime, Nudity, Sexual Content, Visual Novel, Cute",16447,1078,
1125800,Endless Ski,game,"Dec 16, 2019",0,So-So-Games,So-So-Games,"Casual, Indie",0.99,,,0,2019,"0 .. 20,000",,0,0,"Casual, Indie, Skiing, Snow, Fast-Paced",13,2,
700520,Shift Quantum - A Cyber Noir Puzzle Platformer,game,"May 29, 2018",0,Fishing Cactus,Fishing Cactus,"Action, Adventure, Indie",19.99,,,0,2018,"0 .. 20,000",,259,259,"Indie, Action, Puzzle-Platformer, Singleplayer, Level Editor",65,6,
1154210,Convenience Store,game,"Oct 3, 2019",0,ChaoYe Liu,Happy Home Company,"Casual, Simulation",14.99,,,0,2019,"0 .. 20,000",,0,0,"Simulation, Casual, Retro",19,7,
388010,Tick: The Time Based Puzzle Game,game,"Aug 20, 2015",0,Fingertip Games UK,Fingertip Games UK,"Casual, Indie, Strategy",2.99,,,0,2015,"0 .. 20,000",,0,0,"Strategy, Indie, Casual",4,3,
681760,DIVER - SEA SURVIVAL SIMULATOR,game,"Sep 3, 2017",0,Theodor Niklas,Theodor Niklas,"Violent, Gore, Action, Adventure, Indie, Simulation",11.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Simulation, Gore, Violent",1,2,
842770,Deadfall Tropics,game,"May 10, 2018",0,Studio Jimothy,Studio Jimothy,"Action, Indie",4.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, 2D, Pixel Graphics, Difficult",12,0,
697930,Brutal Runner,game,"Oct 13, 2017",0,ANV Team,ANV Team,"Action, Indie",0.99,,,0,2017,"0 .. 20,000",,441,441,"Action, Indie",62,41,
859610,S.T.R.E.T.C.H.,game,"May 18, 2018",0,ARGames,Metal Fox,"Action, Indie",0.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie",15,23,
644670,DEUS VULT | Online VR sword fighting,game,"May 26, 2017",0,raptor lab,raptor lab,"Violent, Action, Simulation, Early Access",4.99,,135.0,0,2017,"50,000 .. 100,000",,190,147,"Early Access, Action, Simulation, Violent, VR",92,57,
710920,Darksiders Genesis,game,"5 Dec, 2019",0,Airship Syndicate,THQ Nordic,"Action, Adventure",129.99,77.0,9715.0,0,2019,"1,000,000 .. 2,000,000",,596,218,"Action, Adventure, Co-op, Hack and Slash, Local Co-Op",10185,2188,
1131750,Alien Squatter,game,"Sep 30, 2019",0,"A. Hagen, Shea Kennedy",A. Hagen,"Indie, RPG, Simulation",0.0,,,0,2019,"0 .. 20,000",,0,0,"RPG, Indie, Simulation, Sandbox, Pixel Graphics",92,5,
907190,GRITS Racing,game,"Mar 4, 2019",0,Muddy Desert,Muddy Desert,"Action, Casual, Indie, Racing, Simulation, Sports, Early Access",9.99,,,0,2019,"0 .. 20,000",,0,0,"Racing, Indie, Automobile Sim, Action, Casual",4,1,
860590,MissileDancer,game,"Jun 1, 2018",0,TERARIN GAMES,TERARIN GAMES,"Action, Casual, Indie",8.99,,,0,2018,"20,000 .. 50,000",,0,0,"Shoot 'Em Up, Shooter, Pixel Graphics, Score Attack, Action",15,3,
1124810,Tower of the Alchemist,game,"Aug 8, 2019",0,六零道长,JingtuStudio,"Action, Adventure, Indie, Strategy",0.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Adventure, Indie, Strategy, RPGMaker",10,2,
566250,Project Almighty,game,"Dec 5, 2017",0,John C. Ragland,John C. Ragland,Action,0.49,,,0,2017,"0 .. 20,000",,5,5,"Action, Gore, Violent, Superhero, Indie",1,2,
747230,Cosmic Buddies Town,game,"Jan 5, 2018",0,"Ghost Clusters, NYX Digital Ltd","Funbox Media Ltd, KISS ltd","Simulation, Strategy",2.99,,,0,2018,"20,000 .. 50,000",,0,0,"Simulation, Strategy",1,4,
951440,Volcanoids,game,"29 Jan, 2019",0,Volcanoid,Volcanoid,"Action, Adventure, Indie, Simulation, Early Access",71.99,,7468.0,0,2019,"200,000 .. 500,000",,662,321,"Open World Survival Craft, Survival, Open World, Multiplayer, Crafting",7404,1511,
491060,League of Evil,game,"Oct 25, 2016",0,"Ratalaika Games S.L., Woblyware",Ratalaika Games S.L.,"Action, Indie",7.99,,,0,2016,"20,000 .. 50,000",,314,314,"Action, Indie, Platformer, Pixel Graphics, Difficult",49,13,
216210,Secret Files 3,game,"Sep 13, 2012",0,Animation Arts,Ravenscourt,Adventure,9.99,67.0,168.0,0,2012,"20,000 .. 50,000",,65,65,"Adventure, Point & Click, Female Protagonist, Puzzle",132,52,
867540,Honor Cry: Aftermath,game,"Jun 6, 2018",0,SimProse Studios,PlayIndustry LLC Publishing,"Adventure, Indie, RPG",0.49,,,0,2018,"20,000 .. 50,000",,0,0,"Adventure, Indie, RPG, Puzzle, Exploration",5,9,
464340,Syberia 3,game,"Nov 13, 2017",0,Microids,Microids,Adventure,14.99,,3089.0,0,2017,"200,000 .. 500,000",,1132,590,"Adventure, Puzzle, Story Rich, Point & Click, Female Protagonist",2294,2150,
1147970,Abode 2,game,"Nov 7, 2019",0,Overflow,Overflow,Adventure,14.99,,119.0,0,2019,"50,000 .. 100,000",,113,113,"Adventure, Puzzle, Sci-fi, Atmospheric, VR",125,30,
912790,Meteor,game,"Sep 8, 2018",0,Nidal alshawwaf,Nidal alshawwaf,"Action, Adventure, Racing, RPG",2.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Adventure, Racing, RPG, Third-Person Shooter",1,3,
17100,Children of the Nile: Enhanced Edition,game,"Jul 8, 2008",0,"Tilted Mill Entertainment, Inc.",,"Strategy, Simulation",7.99,75.0,415.0,0,2008,"50,000 .. 100,000",,565,806,"City Builder, Simulation, Strategy, Historical, Management",372,70,
554290,Himawari - The Sunflower -,game,"Dec 9, 2016",0,blank-note & Frontwing,"MangaGamer, Sunflower Ocean",Adventure,8.74,,167.0,0,2016,"0 .. 20,000",,78,78,"Adventure, Visual Novel, Anime, Story Rich, Sci-fi",161,14,
485630,Brazed,game,"Dec 16, 2016",0,Vladimir Maslov,Vladimir Maslov,"Casual, Indie, Strategy",4.99,,,0,2016,"0 .. 20,000",,143,206,"Indie, Casual, Strategy, Crafting, Space",30,29,
302750,The Counting Kingdom,game,"Aug 5, 2014",0,Little Worlds Interactive,Little Worlds Interactive,"Casual, Indie, Strategy",6.99,,,0,2014,"0 .. 20,000",,39,39,"Casual, Strategy, Indie, Education, Cute",112,3,
708630,Little Adventurer II,game,"Sep 21, 2017",0,hubiao,hubiao,Adventure,0.9,,,0,2017,"0 .. 20,000",,0,0,"Adventure, Casual, Third Person",2,12,
1156200,VirtuaLiron - Immersive YOGA practice,game,"Nov 14, 2019",0,"Motek Entertainment, Oshri Even Zohar",Motek Entertainment,"Casual, Indie, Sports",3.99,,,0,2019,"0 .. 20,000",,0,0,"Indie, Casual, Sports, VR",1,2,
581100,Langoth,game,"Feb 27, 2017",0,Atum Software,Sometimes You,"Action, Adventure, Indie",2.99,,,0,2017,"50,000 .. 100,000",,251,248,"Indie, Adventure, Action",38,39,
789700,Wendy’s Mart 3D,game,"Feb 15, 2018",0,MacProton Games,MacProton Games,"Casual, Indie, Simulation, Early Access",9.99,,,0,2018,"0 .. 20,000",,0,0,"Indie, Early Access, Casual, Simulation",1,1,
1061090,Jump King,game,"May 3, 2019",0,Nexile,Nexile,"Action, Adventure, Indie",12.99,,11761.0,0,2019,"500,000 .. 1,000,000",,662,172,"Psychological Horror, Difficult, Precision Platformer, Indie, Pixel Graphics",11081,1222,
500940,Get The Gems,game,"Nov 11, 2016",0,PSY LABS,PSY LABS,"Action, Casual, Indie",2.99,,,0,2016,"50,000 .. 100,000",,199,248,"Old School, Casual, Retro, 2D, Puzzle",37,8,
1112340,The Dreadful Whispers,game,"Sep 5, 2019",0,Blackthornprod,Blackthornprod,"Adventure, Indie",9.99,,149.0,0,2019,"20,000 .. 50,000",,18,18,"Indie, Adventure, 2D, Platformer, Singleplayer",134,21,
391210,Arclight Cascade,game,"Aug 25, 2015",0,Hexdragonal Games,Hexdragonal Games,"Action, Indie",0.0,,,0,2015,"0 .. 20,000",,207,218,"Action, Indie, 4 Player Local, Local Multiplayer, Multiplayer",46,8,
420070,Kill The Plumber,game,"Dec 31, 2015",0,"Keybol, Iskander Aminov",Tekitown,"Action, Adventure, Indie",4.99,,,0,2015,"20,000 .. 50,000",,299,338,"Action, Adventure, Indie, Platformer, 2D",79,34,
484390,Hanger World,game,"Jan 24, 2018",0,A Small Game AB,A Small Game AB,"Action, Indie",0.99,,,0,2018,"20,000 .. 50,000",,0,0,"Action, Indie, Comedy, Arcade, Physics",28,3,
494720,Morphblade,game,"Mar 3, 2017",0,Suspicious Developments,Suspicious Developments,"Casual, Indie",4.99,,258.0,0,2017,"20,000 .. 50,000",,67,53,"Casual, Indie, Strategy, Turn-Based, Hex Grid",513,47,
1201770,Colossals,game,"Dec 26, 2019",0,Isaac Birchmier,"If the clouds are full of rain, they empty themselves upon the earth, LLC",Indie,9.99,,,0,2019,"20,000 .. 50,000",,0,0,"Interactive Fiction, Visual Novel, Based On A Novel, 2D, Story Rich",2,1,
503620,Fictorum,game,"Aug 9, 2017",0,Scraping Bottom Games,Scraping Bottom Games,"Action, Indie, RPG",9.99,64.0,1021.0,0,2017,"100,000 .. 200,000",,235,130,"Action Roguelike, Magic, Destruction, Third-Person Shooter, Choose Your Own Adventure",889,243,
550200,World Destroyers,game,"Mar 14, 2017",0,HardHead Games,HardHead Games,"Action, Indie",0.0,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Space, Retro, 4 Player Local",12,2,
1102060,Gun Blaze,game,"Oct 15, 2019",0,Cybertime System,Cybertime System,"Action, Indie, Early Access",5.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Early Access, Indie",12,4,
856270,Draid,game,"May 9, 2019",0,Bullet Bears,Bullet Bears,"Adventure, Indie",1.99,,,0,2019,"0 .. 20,000",,0,0,"Indie, Adventure, Old School, Family Friendly, 3D",4,4,
701970,Sliding Blocks,game,"Sep 11, 2017",0,Boogygames Studios,Boogygames Studios,"Adventure, Casual, Indie, RPG, Strategy",2.99,,,0,2017,"0 .. 20,000",,125,125,"Puzzle, Family Friendly, Difficult, Casual, Mouse only",19,2,
490890,Ne no Kami: The Two Princess Knights of Kyoto,game,"Oct 26, 2016",0,Kuro Irodoru Yomiji,Sekai Project,"Adventure, Casual",9.99,,165.0,0,2016,"0 .. 20,000",,508,755,"Adventure, Casual, Visual Novel, Sexual Content, LGBTQ+",157,23,
908010,Farjob,game,"Aug 21, 2018",0,Simon Kaley,Simon Kaley,"Action, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Platformer",9,2,
1060560,GNRBLEX,game,"Jul 25, 2019",0,Whamgames,Whamgames,"Adventure, Indie",0.0,,,0,2019,"20,000 .. 50,000",,0,0,"Adventure, Indie, Puzzle, Exploration, Music",8,2,
458730,Conception II: Children of the Seven Stars,game,"Aug 15, 2016",0,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",RPG,19.99,,614.0,0,2016,"100,000 .. 200,000",,316,182,"RPG, Anime, JRPG, Dating Sim, Dungeon Crawler",533,133,
549080,Graviteam Tactics: Tunisia 1943,game,"May 1, 2017",0,Graviteam,Graviteam,"Simulation, Strategy",7.49,,374.0,0,2017,"0 .. 20,000",,247,256,"Strategy, Simulation, World War II, Gore, Violent",327,67,
613420,BOROS,game,"Apr 6, 2017",0,Kraken Bit,Kraken Bit,"Action, Casual, Indie",4.99,,,0,2017,"0 .. 20,000",,195,195,"Casual, Action, Indie, Puzzle, Local Multiplayer",26,2,
356190,Middle-earth™: Shadow of War™,game,"9 Oct, 2017",17,Monolith Productions,WB Games,"Action, Adventure, RPG",2.5,,83143.0,0,2017,"2,000,000 .. 5,000,000",,1868,1071,"Open World, Action, RPG, Singleplayer, Fantasy",95053,12165,
775940,Rise of Liberty,game,"May 30, 2019",0,Sandstorm Studios Inc.,Sandstorm Studios Inc.,"Indie, Strategy",7.99,,1800.0,0,2019,"100,000 .. 200,000",,402,540,"FPS, War, Singleplayer, Shooter, Action",1562,297,
392000,TRON RUN/r,game,"Feb 16, 2016",0,Sanzaru Games Inc.,Disney,"Action, Racing",19.99,,351.0,0,2016,"50,000 .. 100,000",,110,180,"Action, Racing, Cyberpunk, Runner, Parkour",331,83,
915770,People Cu3ed,game,"Nov 7, 2018",0,Whitway Studios,Whitway Studios,"Action, Adventure, Casual, Indie",9.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Adventure, Indie, Casual, VR",7,0,
299020,Runaway Express Mystery,game,"Sep 23, 2014",0,Icarus Games,Libredia,Casual,6.99,,,0,2014,"20,000 .. 50,000",,236,287,"Casual, Hidden Object, Point & Click",37,14,
1001980,Archeo: Shinar,game,"Sep 11, 2019",0,Artists Entertainment,Artists Entertainment,"Indie, Simulation, Strategy",12.99,,,0,2019,"20,000 .. 50,000",,0,0,"Strategy, Simulation, Indie, Economy, Management",85,27,
300300,Ichi,game,"Jun 12, 2014",0,Stolen Couch Games,Stolen Couch Games,"Casual, Indie, Strategy",4.99,,434.0,0,2014,"100,000 .. 200,000",,159,180,"Casual, Indie, Puzzle, Strategy, 2D",556,94,
471550,Nine Parchments,game,"Dec 5, 2017",0,Frozenbyte,Frozenbyte,"Action, RPG",19.99,,3955.0,0,2017,"200,000 .. 500,000",,594,319,"Action RPG, Twin Stick Shooter, 4 Player Local, Magic, Isometric",3427,997,
733430,The Escape,game,"Dec 29, 2017",0,The Escape Team,The Escape Team,"Indie, Strategy, Early Access",6.99,,,0,2017,"0 .. 20,000",,0,0,"Strategy, Indie, Early Access",10,10,
441640,VALENS,game,"Feb 18, 2016",0,Digitallion,Digitallion,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports",7.99,,,0,2016,"0 .. 20,000",,1,1,"Racing, Action, Adventure, Indie, Casual",6,13,
1150070,Mizari Loves Company,game,"Nov 13, 2019",0,Reine Works,Reine Works,"Indie, Early Access",19.99,,,0,2019,"0 .. 20,000",,0,0,,0,0,
993370,Killing Trials,game,"Feb 7, 2019",0,cBlck,cBlck,"Action, Adventure, Indie",2.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Adventure",6,1,
843130,Squirgle,game,"Jun 25, 2018",0,Planar Gazer,Planar Gazer,Indie,2.99,,,0,2018,"0 .. 20,000",,0,0,,0,0,
642830,Milanoir,game,"May 31, 2018",0,Italo Games,Good Shepherd Entertainment,"Sexual Content, Nudity, Violent, Action, Adventure, Indie",12.99,75.0,116.0,0,2018,"20,000 .. 50,000",,108,108,"Action, Indie, Adventure, Pixel Graphics, Sexual Content",82,38,
707010,Will To Live Online,game,"Apr 5, 2018",0,AlphaSoft LLC,AlphaSoft LLC,"Action, Indie, Massively Multiplayer, RPG, Free To Play, Early Access",0.0,,1970.0,0,2018,"1,000,000 .. 2,000,000",,1658,92,"Survival, Free to Play, Multiplayer, Open World, Post-apocalyptic",12263,5314,
769340,Zomby Soldier,game,"Jan 22, 2018",0,Tero Lunkka,Tero Lunkka,"Action, Indie",4.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Horror, Zombies",20,27,
580720,Carrier Deck,game,"Jun 15, 2017",0,Every Single Soldier,Every Single Soldier,Simulation,9.99,,1014.0,0,2017,"100,000 .. 200,000",,1459,1843,"Naval Combat, Simulation, Time Management, Naval, Military",917,113,
889790,Incandescent 2,game,"Jan 18, 2019",0,Stephen Crabb,Stephen Crabb,"Action, Indie",0.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Casual, Arcade, 2D",10,6,
749920,Eternal Dread,game,"Mar 2, 2018",0,Hitbear Studio,Hitbear Studio,"Action, Adventure, Indie, RPG",9.99,,,0,2018,"0 .. 20,000",,116,116,"Action, Adventure, RPG, Gore, Indie",42,18,
797450,Fantasy Mosaics 27: Secret Colors,game,"Mar 18, 2018",0,Andy Jurko,Andy Jurko,"Casual, Indie, Strategy",6.99,,,0,2018,"0 .. 20,000",,0,0,"Casual, Strategy, Indie",8,0,
712000,Elder Chaos,game,"Oct 31, 2017",0,Emprom Game,Emprom Game,"Indie, Strategy",0.99,,,0,2017,"0 .. 20,000",,8,8,"Indie, Strategy, Lovecraftian, Tower Defense, RTS",39,44,
745660,Sockman,game,"Feb 1, 2018",0,Sockware,Sockware,"Action, Indie",3.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Platformer, Difficult, Adventure",28,0,
421040,Plantera,game,"Jan 28, 2016",0,VaragtP,VaragtP,"Casual, Indie, Simulation",2.99,,4441.0,0,2016,"100,000 .. 200,000",,1156,302,"Clicker, Idler, Collectathon, Sandbox, Agriculture",5131,654,
289340,Freight Tycoon Inc.,game,"Apr 3, 2014",0,Nikita,Fulqrum Publishing,Strategy,4.99,,393.0,0,2014,"20,000 .. 50,000",,511,692,"Strategy, Management, Simulation, Economy, Singleplayer",241,233,
525050,Artisan: Going Home Again,game,"Sep 14, 2016",0,Unseen Kingdom Studios,Unseen Kingdom Games,"Casual, Indie, RPG, Simulation",9.99,,,0,2016,"0 .. 20,000",,0,0,"Indie, Casual, Simulation, RPG, Anime",14,0,
1026940,Hei,game,"Apr 4, 2019",0,Goca Games,Goca Games,"Adventure, Indie",3.99,,,0,2019,"0 .. 20,000",,0,0,"Adventure, Indie, Point & Click",24,2,
365960,rFactor 2,game,"Nov 12, 2015",0,Studio 397,Studio 397,"Racing, Simulation, Sports",29.99,,6569.0,0,2015,"500,000 .. 1,000,000",,1730,281,"Racing, Automobile Sim, Simulation, Sports, Realistic",6766,1774,
735060,The Forbidden Arts,game,"Aug 7, 2019",0,Stingbot Games,Stingbot Games,"Action, Adventure, Indie",14.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Adventure, Platformer, Side Scroller",30,10,
1143780,Graveyard Defender,game,"Aug 30, 2019",0,Pixel Cattus,Pixel Cattus,"Action, Casual, Indie",1.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Casual, Arcade, 2D",8,1,
683790,Tractorball,game,"Oct 4, 2017",0,Ninja Whale Studios,Ninja Whale Studios,"Action, Indie, Racing, Sports",6.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Sports, Indie, Racing, VR",12,7,
1035030,Funbag Fantasy: Sideboob Story,game,"Mar 28, 2019",0,Waffle,MangaGamer,Adventure,44.99,,,0,2019,"0 .. 20,000",,0,0,,0,0,
729950,Witch Hunters: Full Moon Ceremony Collector's Edition,game,"Nov 6, 2017",0,Top Evidence Studio,BFG Entertainment,"Adventure, Casual",0.0,,,0,2017,"0 .. 20,000",,0,0,"Adventure, Casual, Hidden Object",3,0,
223330,Sea Dogs: To Each His Own,game,"Dec 6, 2012",0,BlackMark Studio,Valkyrie Initiative,RPG,14.99,,1913.0,0,2012,"100,000 .. 200,000",,813,390,"Pirates, Naval, RPG, Sandbox, Naval Combat",1709,622,
708260,Text Wormhole,game,"Nov 2, 2017",0,Elknight,Elknight,"Action, Casual, Indie",6.99,,,0,2017,"20,000 .. 50,000",,0,0,"Action, Indie, Casual, Shoot 'Em Up, Bullet Hell",44,6,
386070,Planetary Annihilation: TITANS,game,"Aug 18, 2015",0,Planetary Annihilation Inc,Planetary Annihilation Inc,"Action, Indie, Strategy",29.99,,11099.0,0,2015,"500,000 .. 1,000,000",,1032,396,"RTS, Strategy, Real Time Tactics, Multiplayer, Base-Building",11976,2149,
755580,Daddy's gone a-hunting,game,"Dec 12, 2017",0,Wojciech Krupinski,KrupinskiArt,"Action, Adventure, Casual, Indie",0.99,,,0,2017,"0 .. 20,000",,1,1,"Action, Indie, Casual, Adventure",4,11,
795640,VINDICTA Arcade,game,"Oct 26, 2018",0,Game Cooks,Game Cooks,"Action, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,,0,0,
489720,Conga Master,game,"Sep 14, 2016",0,Undercoders,Undercoders,"Action, Indie",0.99,,,0,2016,"20,000 .. 50,000",,123,123,"Action, Indie, Pixel Graphics, Music, Local Multiplayer",71,7,
378410,Patchman vs. Red Circles,game,"Oct 19, 2017",0,Naturally Intelligent,Naturally Intelligent,"Action, Adventure, Indie",9.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Adventure, Isometric, Stealth",19,2,
686910,Delirium,game,"Aug 31, 2017",0,Night Whale,Night Whale,Indie,0.0,,,0,2017,"0 .. 20,000",,0,0,"Indie, Psychological Horror, First-Person, Atmospheric, Singleplayer",15,14,
388660,Project Tarvotan,game,"Sep 25, 2015",0,FlagmanJeremy,FlagmanJeremy,"Indie, Simulation, Strategy",0.99,,,0,2015,"20,000 .. 50,000",,220,275,"Strategy, Indie, Simulation, Space, Turn-Based Strategy",40,29,
248710,Iesabel,game,"11 Oct, 2013",0,,Forever Entertainment S. A.,"Action, Indie, RPG",4.99,,434.0,0,2013,"100,000 .. 200,000",,49,59,"RPG, Action, Indie, Hack and Slash, Action RPG",234,518,
21680,Bionic Commando: Rearmed,game,"Jul 28, 2009",17,Capcom,Capcom,Action,9.99,86.0,712.0,0,2009,"200,000 .. 500,000",,104,37,"Action, Platformer, Remake, Local Co-Op, Great Soundtrack",663,437,
765880,The Occupation,game,"Mar 5, 2019",13,White Paper Games,Humble Games,"Adventure, Indie",29.99,68.0,180.0,0,2019,"100,000 .. 200,000",,250,316,"Immersive Sim, Detective, Stealth, Adventure, Indie",234,153,
305960,Dragon: The Game,game,"Nov 7, 2014",0,Sky Drake Studios,Red Level Games,"Action, Indie, RPG, Simulation, Early Access",17.99,,657.0,0,2014,"20,000 .. 50,000",,90,90,"Dragons, RPG, Action, Simulation, Open World",230,549,
744420,Adventures Of Pipi,game,"Nov 10, 2017",0,"Nikita ""Ghost_RUS""",Ghost_RUS Games,"Adventure, Casual, Indie",0.99,,164.0,0,2017,"0 .. 20,000",,0,0,"Adventure, Casual, Indie, Memes",187,78,
659560,VITATIO,game,"Jul 28, 2017",0,ColloseusX,Phat Phrog Studios,"Casual, Indie, Strategy",1.99,,,0,2017,"0 .. 20,000",,179,179,"Indie, Casual, Strategy",26,8,
227480,God Mode,game,"Apr 19, 2013",17,Old School Games,ATLUS USA,Action,0.0,58.0,1615.0,0,2013,"200,000 .. 500,000",,333,205,"Action, Co-op, Multiplayer, Third-Person Shooter, Shooter",1785,740,
653190,spaceBOUND,game,"Sep 1, 2017",0,Gravity Whale Games,Gravity Whale Games,Indie,4.99,,,0,2017,"0 .. 20,000",,0,0,"Indie, Puzzle-Platformer, Difficult, Space, Co-op",22,7,
